placementID,locationID,location,camname,date_placed,date_removed,latitude,longitude,habitat,altitude,on/off trail,notes
318,279,RK 7.30,kkl002,9/24/2017,1/14/2018,-1.266188,110.111062,Logged Alluvial Bench,36,ON,
310,286,BR 12,kkl066,9/12/2017,1/8/2018,-1.236585,110.098309,Freshwater Swamp,28,ON,
322,288,TL 35.4 W 54,kkl059,12/29/2017,5/7/2018,-1.20806,110.117583,Lowland Granite,264,OFF,
325,289,RK 24.35,kkl002,1/14/2018,4/4/2018,-1.263594,110.1177,Logged Alluvial Bench,48,ON,
326,290,JJ 2.30 W 50,kkl034,1/9/2018,4/19/2018,-1.230457,110.138007,Montane,925,OFF,
329,291,SK 10.35 W 51,kkl043,12/27/2017,5/1/2018,-1.222175,110.104026,Alluvial Bench,55,OFF,
331,292,RK 24.35 S 55,kkl048,1/24/2018,6/3/2018,-1.264092,110.117694,Logged Alluvial Bench,46,OFF,
333,293,RS 30.40 E 25,kkl054,12/24/2017,3/22/2018,-1.226754,110.09842,Freshwater Swamp,42,OFF,
334,294,MB 1.45,kkl055,12/26/2017,4/18/2018,-1.223049,110.105041,Alluvial Bench,43,ON,
335,295,GP 79.33 E 50,kkl056,1/17/2018,3/24/2018,-1.210099,110.131501,Upland Granite,796,OFF,
336,296,RB 9 N 62,kkl060,12/23/2017,6/1/2018,-1.213252,110.102158,Freshwater Swamp,42,OFF,
337,297,DG 2.30,kkl062,1/26/2018,6/1/2018,-1.212382,110.100626,Freshwater Swamp,45,ON,
338,298,BK 12.45 N 58,kkl044,1/26/2018,4/2/2018,-1.228543,110.10372,Kerangas,45,OFF,
339,299,JK 10,kkl049,1/14/2018,1/20/2018,S 01.27972°,E 110.10212°,Logged Alluvial Bench,22,ON,
340,300,SI 15.10 W 51,kkl051,12/26/2017,3/18/2018,-1.22779,110.111192,Lowland Sandstone,110,OFF,
341,301,SK 5 E 60,kkl053,12/25/2017,5/30/2018,-1.220292,110.104103,Alluvial Bench,46,OFF,
342,302,RS 38.38 W 50,kkl057,12/24/2017,7/13/2018,-1.229369,110.096796,Freshwater Swamp,62,OFF,
343,303,AG 6.40,kkl066,1/8/2018,4/23/2018,-1.239568,110.094992,Freshwater Swamp,42,ON,
434,303,AG 6.40,kkl080,3/10/2019,5/23/2019,-1.239568,110.094992,Freshwater Swamp,42,ON,
344,304,GP 56.25 N 42,kkl071,12/26/2017,5/1/2018,-1.210455,110.121751,Upland Granite,385,OFF,
349,305,UB 63.18 S 40,kkl078,2/9/2018,4/30/2018,-1.229488,110.13027,Upland Granite,701,OFF,
350,306,SK 2.13 W 137,kkl065,2/14/2018,4/22/2018,-1.219266,110.101839,Alluvial Bench,52,OFF,
351,307,AN 2.30,kkl072,1/25/2018,3/24/2018,-1.206773,110.142703,Montane,887,ON,
352,308,PA 15.05,kkl073,1/25/2018,3/24/2018,-1.209839,110.142075,Montane,939,ON,
355,309,UB 75.35 W 60,kkl064,5/8/2018,7/15/2018,-1.229965,110.135136,Montane,859,OFF,
359,310,MI 7.15,kkl079,5/4/2018,10/4/2018,S 01.28223°,E 110.10023°,Logged Alluvial Bench,86,ON,
360,311,AG 6.40 E 65,kkl068,2/5/2018,5/7/2018,-1.239603,110.095561,Freshwater Swamp,41,OFF,
410,311,AG 6.40 E 65,kkl068,1/28/2019,3/10/2019,-1.239603,110.095561,Freshwater Swamp,41,OFF,
361,312,HB 5.05 W 50,kkl058,2/12/2018,5/9/2018,-1.231888,110.111868,Lowland Granite,254,OFF,
364,313,BK 10.30 NE 50,kkl001,5/7/2018,5/26/2018,-1.228713,110.104936,Kerangas,50,OFF,
371,314,DA 12.40 E 46,kkl043,5/2/2018,9/24/2018,-1.228513,110.108879,Lowland Sandstone,80,OFF,
372,315,RB 4.40 S 50,kkl045,6/1/2018,9/30/2018,-1.213986,110.104114,Alluvial Bench,40,OFF,
373,316,RK 37.15,kkl048,6/4/2018,8/18/2018,-1.258727,110.117104,Logged Alluvial Bench,52,ON,
376,317,HB 2.25 E 46,kkl058,5/9/2018,1/24/2019,-1.233066,110.11159,Lowland Granite,281,OFF,
379,318,TZ 12.30 N 50,kkl061,5/11/2018,7/12/2018,-1.205456,110.092024,Peat Swamp,28,OFF,
382,319,RB 0 N 55,kkl065,6/3/2018,11/25/2018,-1.213043,110.106003,Freshwater Swamp,38,OFF,
383,320,MI 7.18 W 50,kkl047,7/12/2018,9/7/2018,S 01.28225°,E 110.09980°,Logged Alluvial Bench,85,OFF,
384,321,AY 3 N 45,kkl075,10/15/2018,11/24/2018,-1.216385,110.112413,Lowland Sandstone,156,OFF,
392,322,RK 51.04,kkl048,10/4/2018,12/4/2018,-1.258345,110.111962,Logged Alluvial Bench,52,ON,
413,322,RK 51.04,OFP083,12/4/2018,2/4/2019,-1.258345,110.111962,Logged Alluvial Bench,52,ON,
395,323,DL 0.45 E 57,kkl043,9/27/2018,2/2/2019,-1.230513,110.107323,Lowland Sandstone,61,OFF,
402,324,AT 7.21 E 45,kkl019,6/6/2018,1/3/2019,-1.223572,110.110731,Lowland Sandstone,106,OFF,
407,325,BK 4.35 N 45,kkl043,2/2/2019,5/28/2019,S 01.22909°,E 110.10727°,Lowland Sandstone,69,OFF,
409,326,TL 26 S 40,kkl059,12/21/2018,2/9/2019,S 01.20641°,E 110.11581°,Lowland Sandstone,154,OFF,
416,327,SP 34.40 W 40,OFP088,12/18/2018,1/31/2019,S 01.22950°,E 110.10284°,Kerangas,40,OFF,
417,328,BD 7.45 W 50,kkl061,10/14/2018,3/13/2019,S 01.20976°,E 110.09406°,Peat Swamp,43,OFF,
418,329,GP 30.24 W 40,kkl059,7/10/2018,10/18/2018,S 01.21610°,E 110.11407°,Lowland Granite,231,OFF,
419,330,RK 37.15 S 50,OFP083,8/8/2018,10/18/2018,S 01.25910°,E 110.11665°,Logged Alluvial Bench,49,OFF,
428,331,SP 31.22 W 46,kkl058,3/10/2019,4/29/2019,S 01.22781°,E 110.10278°,Kerangas,55,OFF,
435,332,ST 35 W 25,OFP082,11/28/2018,1/9/2019,S 01.22945°,E 110.09951°,Freshwater Swamp,22,OFF,
437,333,PP 3.35 S 50,OFP090,12/25/2018,3/11/2019,S 01.21191°,E 110.13107°,Upland Granite,751,OFF,
441,334,IF 46.05 W 50,kkl061,4/8/2019,9/14/2019,S 01.21023°,E 110.08489°,Peat Swamp,40,OFF,
444,335,ST 5 E 50,kkl065,6/22/2019,8/1/2019,S 01.21596°,E 110.10176°,Freshwater Swamp,44,OFF,
450,337,SP 24 W 55,kkl071,9/24/2019,2/21/2020,-1.22447,110.10254,Alluvial Bench,18,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
462,338,BC 12.40 N 55,kkl061,9/17/2019,2/28/2020,-1.21801,110.1099,Lowland Sandstone,95,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
465,339,SZ 15.25 W 55,OFP087,9/16/2019,1/24/2020,-1.22081,110.09866,Freshwater Swamp,45,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
471,340,DP 8 S 52,OFP097,10/19/2019,12/5/2019,-1.23353,110.10896,Lowland Sandstone,190,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
474,341,HB 15.35 e 45,OFP089,11/17/2019,1/12/2020,-1.22919,110.11588,Lowland Granite,380,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
479,342,FS 11.44 s 50,kkl075,11/22/2019,12/17/2019,-1.215331,110.127711,Upland Granite,500,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
488,343,RS 5 w 55,kkl016,1/22/2020,2/24/2020,-1.21612,110.09686,Freshwater Swamp,14,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
523,344,SA 9.04,OFP108,3/28/2020,6/7/2020,-1.24555,110.09908,Logged Alluvial Bench,10,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
525,345,SY 14.20 N 50,OFP109,3/18/2020,9/23/2020,-1.2844,110.09672,Logged Alluvial Bench,10,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
524,346,SY 14.20,OFP107,3/8/2020,9/23/2020,-1.28466,110.09602,Logged Alluvial Bench,10,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
560,346,SY 14.20,kkl079,1/24/2019,2/24/2019,-1.28466,110.09602,Logged Alluvial Bench,10,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
541,347,PB 5.00,OFP103,2/14/2020,8/19/2020,-1.21276,110.10895,Lowland Sandstone,54,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
551,348,SA 22,kkl066,6/2/2018,7/5/2018,-1.24512,110.105,Logged Alluvial Bench,10,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
552,349,AP 0,kkl062,9/19/2019,10/12/2019,-1.21341,110.10637,Freshwater Swamp,58,ON-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
563,351,GP 60.34 N 50,kkl071,5/31/2018,10/16/2018,-1.209973,110.12349,Upland Granite,430,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
564,352,BC 8.30 S 48,kkl075,7/16/2018,8/30/2018,-1.21861,110.10804,Lowland Sandstone,65,OFF-TRAIL,ajm added-2021-11-09; estimated elevation based on trail address
449,287,RK 7.30 N 1,kkl048,8/24/2019,2/15/2020,-1.26619,110.11106,Logged Alluvial Bench,36,ON,
